n_neurons,n_cores,conn_prob,firing_rate,learning_rule,T_simulate_mean,T_simulate_sem,T_simulate_count,T_setup_mean,T_setup_sem,T_total_mean,T_total_sem,n_connections_mean,n_connections_sem,n_spikes_mean,n_spikes_sem,spike_rate_mean,spike_rate_sem,spike_divergence_pct_mean,spike_divergence_pct_sem
10,4,0.2,40.0,stdp,0.234334300000531,0.0008295502901487923,3,0.0009093496628338471,1.848862742453933e-05,0.23650983200059272,0.0008430717594436525,19.333333333333332,3.8441875315569325,7484.0,2.886751345948129,37.419999999999995,0.0144337567297429,0.08491483993003239,0.11724211677578564
10,8,0.05,10.0,static,0.31589968099918525,0.002885957710183053,3,0.0009323503375829508,6.697030408163486e-05,0.31876615433429834,0.0033198011161803933,5.666666666666667,1.4529663145135578,6911.0,5.5677643628300215,34.555,0.027838821814148505,,
10,8,0.05,10.0,stdp,0.3160386803356232,0.003534602485331922,3,0.0009438793301039065,2.3632041370676247e-05,0.3185358459983642,0.003495553355954433,2.6666666666666665,1.2018504251546631,6904.333333333333,2.0275875100994005,34.52166666666667,0.010137937550496232,-0.09628940285755,0.10902473743691328
10,8,0.05,20.0,static,0.31341623067176744,0.0022856680132904766,3,0.0008574973326176405,2.5610494867895527e-06,0.3158008076667708,0.0022800816483650923,6.0,1.5275252316519468,7094.666666666667,3.8441875315569876,35.473333333333336,0.019220937657785868,,
10,8,0.05,20.0,stdp,0.3111560066657451,0.00032677707116336507,3,0.0009450153350674858,9.434680267027321e-06,0.3136010126666709,0.0003241950719644609,4.0,0.5773502691896257,7102.333333333333,5.696002496878278,35.51166666666666,0.028480012484394454,0.1080633124942234,0.060004610271997307
10,8,0.05,40.0,static,0.3139081016658262,0.0008680577869248418,3,0.000847612667712383,6.235871992981135e-06,0.31627458200091496,0.0008373921013365986,4.666666666666667,0.6666666666666667,7468.666666666667,2.6666666666667047,37.343333333333334,0.01333333333333305,,
10,8,0.05,40.0,stdp,0.3106024386700786,0.0015694560240925393,3,0.0009474259956429402,1.2073029852377868e-05,0.31304663433790364,0.0015555429930992962,5.0,0.5773502691896257,7467.333333333333,1.763834207376451,37.336666666666666,0.008819171036882005,-0.017810948419144514,0.05850641623919129
10,8,0.1,10.0,static,0.3133713203327109,0.0007003340815338596,3,0.0008497216670851534,8.639440225263427e-06,0.3157488923267617,0.000682450301512671,10.333333333333334,2.6034165586355513,6910.333333333333,2.905932629027124,34.55166666666667,0.014529663145137987,,
10,8,0.1,10.0,stdp,0.31251479500012164,0.001052927949422142,3,0.0009466196740201364,1.7337959290340136e-05,0.3149861193281443,0.001092451082517252,7.666666666666667,1.4529663145135578,6910.666666666667,1.763834207376451,34.553333333333335,0.008819171036884019,0.004874898389916883,0.0632849328338737
10,8,0.1,20.0,static,0.31395352866578224,0.0010274850250930273,3,0.000868364668955716,1.1711277442668725e-05,0.3163778409943916,0.0010313205609509086,12.666666666666666,0.8819171036881968,7101.0,4.358898943540674,35.505,0.02179449471770365,,
10,8,0.1,20.0,stdp,0.31361900133197196,0.0009254723689473102,3,0.0009596696618245915,1.405360377466195e-05,0.3161237243330106,0.0009429607790644825,13.666666666666666,1.4529663145135578,7101.666666666667,0.8819171036881396,35.50833333333333,0.004409585518441898,0.00944915829149016,0.04966979065550154
10,8,0.1,40.0,static,0.31339944500359707,0.0005624056363824829,3,0.0008546910006164884,4.900883503410788e-06,0.3158159036732589,0.0005569365537393948,11.333333333333334,2.0275875100994063,7471.333333333333,5.696002496878278,37.35666666666666,0.028480012484394454,,
10,8,0.1,40.0,stdp,0.31553439600005123,0.0011384783581859955,3,0.0009538253313318515,1.774437353194922e-05,0.3180437699969237,0.0011709118041619694,9.333333333333334,2.333333333333333,7469.666666666667,4.807401700618705,37.34833333333333,0.024037008503090863,-0.022266065341699084,0.04966773062197651
10,8,0.2,10.0,static,0.3135602830006974,0.0011803794005859909,3,0.0008966863388195634,2.918214119118048e-05,0.31606142566306517,0.001222121871755483,21.333333333333332,2.3333333333333335,6924.0,1.0,34.62,0.005000000000000485,,
