n_neurons,n_cores,conn_prob,firing_rate,learning_rule,T_simulate,T_simulate_sem,T_1core,speedup,speedup_sem,efficiency,efficiency_sem
10,8,0.1,20.0,static,0.31395352866578224,0.0010274850250930273,0.1735166479969242,0.5526825856499308,0.0035692824468043145,0.06908532320624135,0.0004461603058505393
10,1,0.1,20.0,stdp,0.17412218766791435,0.0002779842665816579,0.17412218766791435,1.0,0.0022577772838226337,1.0,0.0022577772838226337
10,2,0.1,20.0,stdp,0.2061762633335699,0.0004497078953981304,0.17412218766791435,0.8445307178072401,0.002282785870340266,0.42226535890362005,0.001141392935170133
10,4,0.1,20.0,stdp,0.2341104033306086,0.0001459086042968197,0.17412218766791435,0.7437609998989262,0.0012746804946420739,0.18594024997473155,0.00031867012366051847
10,8,0.1,20.0,stdp,0.31361900133197196,0.0009254723689473102,0.17412218766791435,0.5552029275279866,0.0018627744548302626,0.06940036594099833,0.00023284680685378283
10,1,0.1,40.0,static,0.17244956633173084,0.0004261720033432508,0.17244956633173084,1.0,0.003494924573323444,1.0,0.003494924573323444
10,2,0.1,40.0,static,0.20443357766877548,0.0003174373276264932,0.17244956633173084,0.8435481504468638,0.0024619944338662623,0.4217740752234319,0.0012309972169331311
10,4,0.1,40.0,static,0.23369179900328163,0.000724866525626977,0.17244956633173084,0.7379358927752069,0.0029265877645492395,0.18448397319380172,0.0007316469411373099
10,8,0.1,40.0,static,0.31339944500359707,0.0005624056363824829,0.17244956633173084,0.5502548555239194,0.0016805397188841332,0.06878185694048992,0.00021006746486051665
10,1,0.1,40.0,stdp,0.17439021533937193,0.0012306750711051481,0.17439021533937193,1.0,0.00998013204493381,1.0,0.00998013204493381
10,2,0.1,40.0,stdp,0.20439153433350535,0.0005474074885953672,0.17439021533937193,0.8532164304555769,0.006440197913433451,0.42660821522778847,0.0032200989567167256
10,4,0.1,40.0,stdp,0.23221719466770688,0.0006265786271086366,0.17439021533937193,0.7509789082971098,0.005673845093836015,0.18774472707427745,0.0014184612734590037
10,8,0.1,40.0,stdp,0.31553439600005123,0.0011384783581859955,0.17439021533937193,0.5526821086704716,0.004380502531610276,0.06908526358380895,0.0005475628164512845
10,1,0.2,10.0,static,0.17461224833580977,0.0008573225715432871,0.17461224833580977,1.0,0.006943597711847606,1.0,0.006943597711847606
10,2,0.2,10.0,static,0.20520635800009282,0.00042107514766278123,0.17461224833580977,0.8509105177712417,0.004528036401336259,0.42545525888562086,0.0022640182006681297
10,4,0.2,10.0,static,0.23225712599620843,0.0005771757241380695,0.17461224833580977,0.7518057738243962,0.004137142729316296,0.18795144345609904,0.001034285682329074
10,8,0.2,10.0,static,0.3135602830006974,0.0011803794005859909,0.17461224833580977,0.5568697880509995,0.003445300580661358,0.06960872350637494,0.00043066257258266976
10,1,0.2,10.0,stdp,0.18374541399922842,0.00687081279519385,0.18374541399922842,1.0,0.05288184574517076,1.0,0.05288184574517076
10,2,0.2,10.0,stdp,0.2128037406655494,0.006716731929422643,0.18374541399922842,0.8634501133512019,0.04225148229974295,0.43172505667560096,0.021125741149871476
10,4,0.2,10.0,stdp,0.232952068002002,0.0013098800379750498,0.18374541399922842,0.7887691900535062,0.029826141453929037,0.19719229751337655,0.007456535363482259
10,8,0.2,10.0,stdp,0.3126343873348863,0.00036854468483479375,0.18374541399922842,0.5877325765908304,0.021988068255096332,0.0734665720738538,0.0027485085318870416
10,1,0.2,20.0,static,0.1741210616698178,0.0011317826825003893,0.1741210616698178,1.0,0.00919235389390288,1.0,0.00919235389390288
10,2,0.2,20.0,static,0.20559683499353318,0.00027834339233342217,0.1741210616698178,0.8469053605581749,0.005623001577462689,0.42345268027908745,0.0028115007887313443
10,4,0.2,20.0,static,0.23329545833015194,0.00019801526889462072,0.1741210616698178,0.7463542707437,0.0048924705695717885,0.186588567685925,0.0012231176423929471
10,8,0.2,20.0,static,0.312771511671599,0.0005684702919932231,0.1741210616698178,0.5567037123657217,0.0037573617928011623,0.06958796404571521,0.0004696702241001453
10,1,0.2,20.0,stdp,0.17626887600151045,0.00047840497150252,0.17626887600151045,1.0,0.0038382658036565705,1.0,0.0038382658036565705
10,2,0.2,20.0,stdp,0.20722094266481386,0.0011118630881500173,0.17626887600151045,0.8506325361458793,0.005114821864483871,0.42531626807293965,0.0025574109322419355
10,4,0.2,20.0,stdp,0.23426178399919687,0.0008607850100369862,0.17626887600151045,0.7524440093998207,0.0034372595567088264,0.18811100234995518,0.0008593148891772066
10,8,0.2,20.0,stdp,0.31218354632922757,0.0004481660265364043,0.17626887600151045,0.5646321789669785,0.0017336181765063904,0.07057902237087231,0.0002167022720632988
